test_artifact_marker_rejects_unresolved_shell_variable_operand (test_architecture_guard.ArchitectureGuardTests.test_artifact_marker_rejects_unresolved_shell_variable_operand) ... ok
test_python_digest_alias_and_raw_subprocess_are_rejected (test_architecture_guard.ArchitectureGuardTests.test_python_digest_alias_and_raw_subprocess_are_rejected) ... ok
test_repository_evidence_rejects_untyped_digest_comparison (test_architecture_guard.ArchitectureGuardTests.test_repository_evidence_rejects_untyped_digest_comparison) ... ok
test_repository_rejects_alternate_hashlib_constructor_import (test_architecture_guard.ArchitectureGuardTests.test_repository_rejects_alternate_hashlib_constructor_import) ... ok
test_repository_rejects_ambiguous_digest_helper (test_architecture_guard.ArchitectureGuardTests.test_repository_rejects_ambiguous_digest_helper) ... ok
test_repository_rejects_compare_digest_on_bare_digest_field (test_architecture_guard.ArchitectureGuardTests.test_repository_rejects_compare_digest_on_bare_digest_field) ... ok
test_repository_rejects_direct_sha256_import (test_architecture_guard.ArchitectureGuardTests.test_repository_rejects_direct_sha256_import) ... ok
test_repository_rejects_named_digest_field_comparison (test_architecture_guard.ArchitectureGuardTests.test_repository_rejects_named_digest_field_comparison) ... ok
test_repository_rejects_raw_hashlib_digest_outside_control_plane (test_architecture_guard.ArchitectureGuardTests.test_repository_rejects_raw_hashlib_digest_outside_control_plane) ... ok
test_repository_traces_assigned_digest_field_into_comparison (test_architecture_guard.ArchitectureGuardTests.test_repository_traces_assigned_digest_field_into_comparison) ... ok
test_root_build_rejects_provider_specific_paths (test_architecture_guard.ArchitectureGuardTests.test_root_build_rejects_provider_specific_paths) ... ok
test_scripts_python_is_scanned_for_digest_violations (test_architecture_guard.ArchitectureGuardTests.test_scripts_python_is_scanned_for_digest_violations) ... ok
test_source_comments_and_literals_do_not_trigger (test_architecture_guard.ArchitectureGuardTests.test_source_comments_and_literals_do_not_trigger) ... ok
test_std_net_import_outside_adapter_is_rejected (test_architecture_guard.ArchitectureGuardTests.test_std_net_import_outside_adapter_is_rejected) ... ok
test_test_provider_is_rejected_from_production_source (test_architecture_guard.ArchitectureGuardTests.test_test_provider_is_rejected_from_production_source) ... ok
test_text_domain_marker_cannot_approve_raw_digest_command (test_architecture_guard.ArchitectureGuardTests.test_text_domain_marker_cannot_approve_raw_digest_command) ... ok
test_text_evidence_rejects_artifact_digest_and_utf8_fallback (test_architecture_guard.ArchitectureGuardTests.test_text_evidence_rejects_artifact_digest_and_utf8_fallback) ... ok
test_text_path_rejects_artifact_byte_entry_outside_control_plane (test_architecture_guard.ArchitectureGuardTests.test_text_path_rejects_artifact_byte_entry_outside_control_plane) ... ok
test_unqualified_low_level_and_native_types_in_public_api_are_rejected (test_architecture_guard.ArchitectureGuardTests.test_unqualified_low_level_and_native_types_in_public_api_are_rejected) ... ok
test_valid_packages_and_allowed_std_net_adapter_pass (test_architecture_guard.ArchitectureGuardTests.test_valid_packages_and_allowed_std_net_adapter_pass) ... ok
test_fails_closed_when_live_leases_fill_capacity (test_build_apple_resolver.BuildAppleResolverCacheTests.test_fails_closed_when_live_leases_fill_capacity) ... ok
test_never_evicts_an_active_cjpm_lease (test_build_apple_resolver.BuildAppleResolverCacheTests.test_never_evicts_an_active_cjpm_lease) ... ok
test_rejects_malformed_lease_without_deleting_its_entry (test_build_apple_resolver.BuildAppleResolverCacheTests.test_rejects_malformed_lease_without_deleting_its_entry) ... ok
test_removes_stale_leases_before_pruning (test_build_apple_resolver.BuildAppleResolverCacheTests.test_removes_stale_leases_before_pruning) ... ok
test_cache_pruning_is_bounded_and_preserves_current (test_build_linux_http_files.BuildLinuxHttpFilesTests.test_cache_pruning_is_bounded_and_preserves_current) ... ok
test_cached_archive_requires_matching_fingerprint_and_bytes (test_build_linux_http_files.BuildLinuxHttpFilesTests.test_cached_archive_requires_matching_fingerprint_and_bytes) ... ok
test_fingerprint_binds_source_header_builder_target_and_every_tool (test_build_linux_http_files.BuildLinuxHttpFilesTests.test_fingerprint_binds_source_header_builder_target_and_every_tool) ... ok
test_platform_selection_rejects_non_linux_and_musl (test_build_linux_http_files.BuildLinuxHttpFilesTests.test_platform_selection_rejects_non_linux_and_musl) ... ok
test_darwin_resolver_selection_uses_the_cjpm_target_path (test_build_resolver.BuildResolverSelectionTests.test_darwin_resolver_selection_uses_the_cjpm_target_path) ... ok
test_linux_native_build_executes_http_files_builder (test_build_resolver.BuildResolverSelectionTests.test_linux_native_build_executes_http_files_builder) ... ok
test_native_dependency_plan_does_not_build_linux_tls_on_windows (test_build_resolver.BuildResolverSelectionTests.test_native_dependency_plan_does_not_build_linux_tls_on_windows) ... ok
test_normalizes_only_implemented_platforms (test_build_resolver.BuildResolverSelectionTests.test_normalizes_only_implemented_platforms) ... ok
test_windows_source_digest_is_line_ending_stable_and_content_bound (test_build_resolver.BuildResolverSelectionTests.test_windows_source_digest_is_line_ending_stable_and_content_bound) ... ok
test_atomic_json (test_codex_fleet.FleetTests.test_atomic_json) ... ok
test_blocked_excluded (test_codex_fleet.FleetTests.test_blocked_excluded) ... ok
test_prompt_boundaries (test_codex_fleet.FleetTests.test_prompt_boundaries) ... ok
test_range_expansion (test_codex_fleet.FleetTests.test_range_expansion) ... ok
test_ready_wave (test_codex_fleet.FleetTests.test_ready_wave) ... ok
test_development_result_cannot_claim_release (test_development_baseline.DevelopmentBaselineTests.test_development_result_cannot_claim_release) ... ok
test_direct_cli_bootstraps_outside_checkout (test_development_baseline.DevelopmentBaselineTests.test_direct_cli_bootstraps_outside_checkout) ... ok
test_missing_gate_cannot_promote_development (test_development_baseline.DevelopmentBaselineTests.test_missing_gate_cannot_promote_development) ... ok
test_partial_campaign_or_shortened_preflight_is_not_accepted (test_development_baseline.DevelopmentBaselineTests.test_partial_campaign_or_shortened_preflight_is_not_accepted) ... ok
test_paths_are_normalized_before_retention (test_development_baseline.DevelopmentBaselineTests.test_paths_are_normalized_before_retention) ... ok
test_timeout_and_nonzero_exit_cannot_be_hidden_by_pass (test_development_baseline.DevelopmentBaselineTests.test_timeout_and_nonzero_exit_cannot_be_hidden_by_pass) ... ok
test_rejects_missing_duplicate_and_non_https_assets (test_download_cangjie_nightly.DownloadCangjieNightlyTests.test_rejects_missing_duplicate_and_non_https_assets) ... ok
test_resolves_one_exact_official_asset_name (test_download_cangjie_nightly.DownloadCangjieNightlyTests.test_resolves_one_exact_official_asset_name) ... ok
test_accepted_adr_defines_the_sdk_trigger (test_linux_profile_scope.LinuxProfileScopeTests.test_accepted_adr_defines_the_sdk_trigger) ... ok
test_active_backlog_uses_glibc_and_future_task_owns_musl (test_linux_profile_scope.LinuxProfileScopeTests.test_active_backlog_uses_glibc_and_future_task_owns_musl) ... ok
test_linux_status_closes_glibc_tasks_without_claiming_musl (test_linux_profile_scope.LinuxProfileScopeTests.test_linux_status_closes_glibc_tasks_without_claiming_musl) ... ok
test_prd_defers_musl_and_requires_glibc (test_linux_profile_scope.LinuxProfileScopeTests.test_prd_defers_musl_and_requires_glibc) ... ok
test_build_is_content_addressed_and_cache_is_revalidated (test_linux_resolver_build.LinuxResolverBuildTests.test_build_is_content_addressed_and_cache_is_revalidated) ... ok
test_cached_manifest_requires_matching_fingerprint (test_linux_resolver_build.LinuxResolverBuildTests.test_cached_manifest_requires_matching_fingerprint) ... ok
test_fingerprint_covers_source_header_and_target (test_linux_resolver_build.LinuxResolverBuildTests.test_fingerprint_covers_source_header_and_target) ... ok
test_build_fingerprint_covers_shim_and_target (test_linux_tls_provider_build.LinuxTlsProviderBuildTests.test_build_fingerprint_covers_shim_and_target) ... ok
test_cached_archive_digest_is_revalidated (test_linux_tls_provider_build.LinuxTlsProviderBuildTests.test_cached_archive_digest_is_revalidated) ... ok
test_git_diagnostics_do_not_change_source_identity (test_linux_tls_provider_build.LinuxTlsProviderBuildTests.test_git_diagnostics_do_not_change_source_identity) ... ok
test_multicall_tool_symlink_name_is_preserved (test_linux_tls_provider_build.LinuxTlsProviderBuildTests.test_multicall_tool_symlink_name_is_preserved) ... ok
test_repository_manifest_is_exactly_pinned (test_linux_tls_provider_build.LinuxTlsProviderBuildTests.test_repository_manifest_is_exactly_pinned) ... ok
test_source_pin_changes_fail_closed (test_linux_tls_provider_build.LinuxTlsProviderBuildTests.test_source_pin_changes_fail_closed) ... ok
test_atomic_report_replaces_old_content_with_valid_json (test_m3_029_linux_tls_facade.M3029LinuxTlsFacadeTest.test_atomic_report_replaces_old_content_with_valid_json) ... ok
test_consumer_manifest_uses_public_dependency_without_internal_packages (test_m3_029_linux_tls_facade.M3029LinuxTlsFacadeTest.test_consumer_manifest_uses_public_dependency_without_internal_packages) ... ok
test_fixture_package_rewrite_is_exactly_one_source_declaration (test_m3_029_linux_tls_facade.M3029LinuxTlsFacadeTest.test_fixture_package_rewrite_is_exactly_one_source_declaration) ... ok
test_platform_gate_fails_closed (test_m3_029_linux_tls_facade.M3029LinuxTlsFacadeTest.test_platform_gate_fails_closed) ... ok
test_smoke_output_requires_both_real_and_public_markers (test_m3_029_linux_tls_facade.M3029LinuxTlsFacadeTest.test_smoke_output_requires_both_real_and_public_markers) ... ok
test_cangjie_ffi_parameter_and_return_drift_fail_closed (test_m3_030_tls_provider_architecture.M3030TlsProviderArchitectureTests.test_cangjie_ffi_parameter_and_return_drift_fail_closed) ... ok
test_contract_covers_every_production_tls_import (test_m3_030_tls_provider_architecture.M3030TlsProviderArchitectureTests.test_contract_covers_every_production_tls_import) ... ok
test_default_selection_is_exact_linux_aws_lc (test_m3_030_tls_provider_architecture.M3030TlsProviderArchitectureTests.test_default_selection_is_exact_linux_aws_lc) ... ok
test_disallowed_platform_provider_pair_fails_closed (test_m3_030_tls_provider_architecture.M3030TlsProviderArchitectureTests.test_disallowed_platform_provider_pair_fails_closed) ... ok
test_future_adapter_registration_does_not_modify_generic_source (test_m3_030_tls_provider_architecture.M3030TlsProviderArchitectureTests.test_future_adapter_registration_does_not_modify_generic_source) ... ok
test_manifest_identity_version_source_and_abi_mismatches_fail (test_m3_030_tls_provider_architecture.M3030TlsProviderArchitectureTests.test_manifest_identity_version_source_and_abi_mismatches_fail) ... ok
test_missing_abi_function_and_false_capability_are_rejected (test_m3_030_tls_provider_architecture.M3030TlsProviderArchitectureTests.test_missing_abi_function_and_false_capability_are_rejected) ... ok
test_missing_manifest_and_path_escape_are_rejected (test_m3_030_tls_provider_architecture.M3030TlsProviderArchitectureTests.test_missing_manifest_and_path_escape_are_rejected) ... ok
test_native_header_parameter_and_return_drift_fail_closed (test_m3_030_tls_provider_architecture.M3030TlsProviderArchitectureTests.test_native_header_parameter_and_return_drift_fail_closed) ... ok
test_signature_schema_and_calling_convention_fail_closed (test_m3_030_tls_provider_architecture.M3030TlsProviderArchitectureTests.test_signature_schema_and_calling_convention_fail_closed) ... ok
test_task_manifest_contains_no_long_gate (test_m3_030_tls_provider_architecture.M3030TlsProviderArchitectureTests.test_task_manifest_contains_no_long_gate) ... ok
test_unknown_platform_fails_without_fallback (test_m3_030_tls_provider_architecture.M3030TlsProviderArchitectureTests.test_unknown_platform_fails_without_fallback) ... ok
test_unknown_provider_on_known_platform_fails_without_fallback (test_m3_030_tls_provider_architecture.M3030TlsProviderArchitectureTests.test_unknown_provider_on_known_platform_fails_without_fallback) ... ok
test_unknown_schema_and_field_are_rejected (test_m3_030_tls_provider_architecture.M3030TlsProviderArchitectureTests.test_unknown_schema_and_field_are_rejected) ... ok
test_atomic_report_replacement_preserves_old_file_on_failure (test_m3_031_desktop_tls_adoption.M3031DesktopTlsAdoptionTests.test_atomic_report_replacement_preserves_old_file_on_failure) ... ok
test_dependency_evidence_json_preserves_exact_artifact_bytes (test_m3_031_desktop_tls_adoption.M3031DesktopTlsAdoptionTests.test_dependency_evidence_json_preserves_exact_artifact_bytes) ... ok
test_dependency_evidence_rejects_source_and_native_report_drift (test_m3_031_desktop_tls_adoption.M3031DesktopTlsAdoptionTests.test_dependency_evidence_rejects_source_and_native_report_drift) ... ok
test_desktop_acceptance_column_cannot_be_weakened (test_m3_031_desktop_tls_adoption.M3031DesktopTlsAdoptionTests.test_desktop_acceptance_column_cannot_be_weakened) ... ok
test_exact_native_desktop_results_pass (test_m3_031_desktop_tls_adoption.M3031DesktopTlsAdoptionTests.test_exact_native_desktop_results_pass) ... ok
test_failed_poc_wrong_runner_and_source_identity_are_rejected (test_m3_031_desktop_tls_adoption.M3031DesktopTlsAdoptionTests.test_failed_poc_wrong_runner_and_source_identity_are_rejected) ... ok
test_hosted_run_is_bound_to_current_provider_inputs (test_m3_031_desktop_tls_adoption.M3031DesktopTlsAdoptionTests.test_hosted_run_is_bound_to_current_provider_inputs) ... ok
test_missing_core_declaration_fails_closed (test_m3_031_desktop_tls_adoption.M3031DesktopTlsAdoptionTests.test_missing_core_declaration_fails_closed) ... ok
test_partial_skipped_and_unknown_schema_never_pass (test_m3_031_desktop_tls_adoption.M3031DesktopTlsAdoptionTests.test_partial_skipped_and_unknown_schema_never_pass) ... ok
test_provider_license_bundle_is_retained_and_digest_bound (test_m3_031_desktop_tls_adoption.M3031DesktopTlsAdoptionTests.test_provider_license_bundle_is_retained_and_digest_bound) ... ok
test_provider_manifest_cannot_move_the_approved_pin (test_m3_031_desktop_tls_adoption.M3031DesktopTlsAdoptionTests.test_provider_manifest_cannot_move_the_approved_pin) ... ok
test_repository_core_audit_rejects_unqualified_historical_evidence (test_m3_031_desktop_tls_adoption.M3031DesktopTlsAdoptionTests.test_repository_core_audit_rejects_unqualified_historical_evidence) ... ok
test_repository_text_digest_is_checkout_line_ending_stable (test_m3_031_desktop_tls_adoption.M3031DesktopTlsAdoptionTests.test_repository_text_digest_is_checkout_line_ending_stable) ... ok
test_retained_report_and_tls_source_drift_fail_closed (test_m3_031_desktop_tls_adoption.M3031DesktopTlsAdoptionTests.test_retained_report_and_tls_source_drift_fail_closed) ... ok
test_retained_windows_provider_license_digest_is_stale (test_m3_031_desktop_tls_adoption.M3031DesktopTlsAdoptionTests.test_retained_windows_provider_license_digest_is_stale) ... ok
test_stale_revision_is_rejected (test_m3_031_desktop_tls_adoption.M3031DesktopTlsAdoptionTests.test_stale_revision_is_rejected) ... ok
test_validate_provider_honors_selected_root (test_m3_031_desktop_tls_adoption.M3031DesktopTlsAdoptionTests.test_validate_provider_honors_selected_root) ... ok
test_wrong_platform_and_provider_are_rejected (test_m3_031_desktop_tls_adoption.M3031DesktopTlsAdoptionTests.test_wrong_platform_and_provider_are_rejected) ... ok
test_accepts_exact_profile_contract (test_m6_026_http2_concurrent_bodies.M6026GateTest.test_accepts_exact_profile_contract) ... ok
test_accepts_test_runner_stdout_indentation (test_m6_026_http2_concurrent_bodies.M6026GateTest.test_accepts_test_runner_stdout_indentation) ... ok
test_atomic_report_preserves_old_target_on_replace_failure (test_m6_026_http2_concurrent_bodies.M6026GateTest.test_atomic_report_preserves_old_target_on_replace_failure) ... ok
test_atomic_report_replaces_target (test_m6_026_http2_concurrent_bodies.M6026GateTest.test_atomic_report_replaces_target) ... ok
test_rejects_missing_or_duplicate_result_marker (test_m6_026_http2_concurrent_bodies.M6026GateTest.test_rejects_missing_or_duplicate_result_marker) ... ok
test_rejects_short_or_failed_profile (test_m6_026_http2_concurrent_bodies.M6026GateTest.test_rejects_short_or_failed_profile) ... ok
test_rejects_skipped_target_masquerading_as_pass (test_m6_026_http2_concurrent_bodies.M6026GateTest.test_rejects_skipped_target_masquerading_as_pass) ... ok
test_source_digests_resolve_paths_from_repository_root (test_m6_026_http2_concurrent_bodies.M6026GateTest.test_source_digests_resolve_paths_from_repository_root) ... ok
test_blocker_list_must_match_gaps (test_m7_019_linux_audit.M7019LinuxAuditTest.test_blocker_list_must_match_gaps) ... ok
test_canonical_audit_passes (test_m7_019_linux_audit.M7019LinuxAuditTest.test_canonical_audit_passes) ... ok
test_missing_requirement_fails (test_m7_019_linux_audit.M7019LinuxAuditTest.test_missing_requirement_fails) ... ok
test_mobile_only_criterion_cannot_pass (test_m7_019_linux_audit.M7019LinuxAuditTest.test_mobile_only_criterion_cannot_pass) ... ok
test_required_gap_cannot_be_weakened (test_m7_019_linux_audit.M7019LinuxAuditTest.test_required_gap_cannot_be_weakened) ... ok
test_strict_validation_rejects_stale_current_source (test_m7_019_linux_audit.M7019LinuxAuditTest.test_strict_validation_rejects_stale_current_source) ... ok
test_structural_evidence_path_must_remain_relative (test_m7_019_linux_audit.M7019LinuxAuditTest.test_structural_evidence_path_must_remain_relative) ... ok
test_structural_mode_allows_missing_historical_evidence (test_m7_019_linux_audit.M7019LinuxAuditTest.test_structural_mode_allows_missing_historical_evidence) ... ok
test_canonical_audit_passes (test_m7_020_architecture_audit.M7020ArchitectureAuditTest.test_canonical_audit_passes) ... ok
test_missing_check_fails (test_m7_020_architecture_audit.M7020ArchitectureAuditTest.test_missing_check_fails) ... ok
test_pass_cannot_be_weakened (test_m7_020_architecture_audit.M7020ArchitectureAuditTest.test_pass_cannot_be_weakened) ... ok
test_stale_guard_hash_fails (test_m7_020_architecture_audit.M7020ArchitectureAuditTest.test_stale_guard_hash_fails) ... ok
test_std_net_adapter_inventory_schema_is_strict (test_m7_020_architecture_audit.M7020ArchitectureAuditTest.test_std_net_adapter_inventory_schema_is_strict) ... ok
test_strict_validation_rejects_stale_current_source (test_m7_020_architecture_audit.M7020ArchitectureAuditTest.test_strict_validation_rejects_stale_current_source) ... ok
test_structural_inventory_rejects_boolean_counts (test_m7_020_architecture_audit.M7020ArchitectureAuditTest.test_structural_inventory_rejects_boolean_counts) ... ok
test_structural_inventory_rejects_escaping_path (test_m7_020_architecture_audit.M7020ArchitectureAuditTest.test_structural_inventory_rejects_escaping_path) ... ok
test_structural_inventory_rejects_non_text_std_net_entry (test_m7_020_architecture_audit.M7020ArchitectureAuditTest.test_structural_inventory_rejects_non_text_std_net_entry) ... ok
test_structural_inventory_rejects_std_net_outside_adapter (test_m7_020_architecture_audit.M7020ArchitectureAuditTest.test_structural_inventory_rejects_std_net_outside_adapter) ... ok
test_structural_inventory_rejects_zero_counts (test_m7_020_architecture_audit.M7020ArchitectureAuditTest.test_structural_inventory_rejects_zero_counts) ... ok
test_structural_mode_does_not_consult_current_guard_rules (test_m7_020_architecture_audit.M7020ArchitectureAuditTest.test_structural_mode_does_not_consult_current_guard_rules) ... ok
test_archive_bounds_cumulative_global_pax_fields (test_m7_021_linux_release.M7021LinuxReleaseTest.test_archive_bounds_cumulative_global_pax_fields) ... ok
test_archive_budget_includes_serialized_headers_and_padding (test_m7_021_linux_release.M7021LinuxReleaseTest.test_archive_budget_includes_serialized_headers_and_padding) ... ok
test_archive_is_byte_reproducible_and_has_normalized_metadata (test_m7_021_linux_release.M7021LinuxReleaseTest.test_archive_is_byte_reproducible_and_has_normalized_metadata) ... ok
test_archive_member_limit_accepts_boundary_and_rejects_one_extra_byte (test_m7_021_linux_release.M7021LinuxReleaseTest.test_archive_member_limit_accepts_boundary_and_rejects_one_extra_byte) ... ok
test_archive_rejects_aggregate_payload_over_limit (test_m7_021_linux_release.M7021LinuxReleaseTest.test_archive_rejects_aggregate_payload_over_limit) ... ok
test_archive_rejects_excessive_member_headers (test_m7_021_linux_release.M7021LinuxReleaseTest.test_archive_rejects_excessive_member_headers) ... ok
test_archive_rejects_oversized_pax_metadata (test_m7_021_linux_release.M7021LinuxReleaseTest.test_archive_rejects_oversized_pax_metadata) ... ok
test_archive_rejects_sparse_encodings_before_map_expansion (test_m7_021_linux_release.M7021LinuxReleaseTest.test_archive_rejects_sparse_encodings_before_map_expansion) ... ok
test_committed_qualification_report_is_structurally_valid (test_m7_021_linux_release.M7021LinuxReleaseTest.test_committed_qualification_report_is_structurally_valid) ... ok
test_consumer_manifest_points_only_at_installed_package (test_m7_021_linux_release.M7021LinuxReleaseTest.test_consumer_manifest_points_only_at_installed_package) ... ok
test_dependency_parsers_return_stable_names_without_addresses (test_m7_021_linux_release.M7021LinuxReleaseTest.test_dependency_parsers_return_stable_names_without_addresses) ... ok
test_duplicate_members_and_fifos_are_rejected (test_m7_021_linux_release.M7021LinuxReleaseTest.test_duplicate_members_and_fifos_are_rejected) ... ok
test_extraction_refuses_a_contaminated_installation_directory (test_m7_021_linux_release.M7021LinuxReleaseTest.test_extraction_refuses_a_contaminated_installation_directory) ... ok
test_http_files_manifest_binds_sources_tools_and_archive (test_m7_021_linux_release.M7021LinuxReleaseTest.test_http_files_manifest_binds_sources_tools_and_archive) ... ok
test_main_translates_invalid_text_digest_to_controlled_failure (test_m7_021_linux_release.M7021LinuxReleaseTest.test_main_translates_invalid_text_digest_to_controlled_failure) ... ok
test_noncanonical_root_and_file_directory_overlap_fail_closed (test_m7_021_linux_release.M7021LinuxReleaseTest.test_noncanonical_root_and_file_directory_overlap_fail_closed) ... ok
test_openssl_dependency_names_fail_closed (test_m7_021_linux_release.M7021LinuxReleaseTest.test_openssl_dependency_names_fail_closed) ... ok
test_payload_loader_strings_fail_closed (test_m7_021_linux_release.M7021LinuxReleaseTest.test_payload_loader_strings_fail_closed) ... ok
test_production_sources_exclude_every_test_file (test_m7_021_linux_release.M7021LinuxReleaseTest.test_production_sources_exclude_every_test_file) ... ok
test_safe_extract_rejects_parent_traversal (test_m7_021_linux_release.M7021LinuxReleaseTest.test_safe_extract_rejects_parent_traversal) ... ok
test_smoke_output_requires_https_runtime_and_fingerprint (test_m7_021_linux_release.M7021LinuxReleaseTest.test_smoke_output_requires_https_runtime_and_fingerprint) ... ok
test_strict_validation_rejects_source_drift (test_m7_021_linux_release.M7021LinuxReleaseTest.test_strict_validation_rejects_source_drift) ... ok
test_structural_validation_accepts_frozen_input_keys_but_rejects_escape (test_m7_021_linux_release.M7021LinuxReleaseTest.test_structural_validation_accepts_frozen_input_keys_but_rejects_escape) ... ok
test_text_metadata_digest_is_line_ending_stable_while_payload_digest_is_exact (test_m7_021_linux_release.M7021LinuxReleaseTest.test_text_metadata_digest_is_line_ending_stable_while_payload_digest_is_exact) ... ok
